claim,headline,IsQuestion,HasTowParts,label
تذکر عباسپور در لحظه قهرمانی به یک دختر، برای جلوگیری از دردسر! / شایعه 0792,لحظه قهرمانی بیت الله عباسپور در مسابقات مستر المپیا,0,0,Discuss
تذکر عباسپور در لحظه قهرمانی به یک دختر، برای جلوگیری از دردسر! / شایعه 0792,لحظه ای تاریخی که بیت الله عباسپور در مستر المپیا به یادگار گذاشت +فیلم,0,0,Unrelated
تذکر عباسپور در لحظه قهرمانی به یک دختر، برای جلوگیری از دردسر! / شایعه 0792,عباسپور در مسابقات بدنسازی مستر المپیا پنجم شد,0,0,Unrelated
ویدئوی منتشر شده در سایتهای خبری از هلاکت قاتل شهید حججی !,قاتل شهید محسن حججی به هلاکت رسید؟!,0,0,Discuss
ویدئوی منتشر شده در سایتهای خبری از هلاکت قاتل شهید حججی !,قاتل شهید محسن حججی دستگیر شد,0,0,Discuss
ویدئوی منتشر شده در سایتهای خبری از هلاکت قاتل شهید حججی !,ماجرای ازدواج مجدد همسر شهید حججی+عکس,0,0,Unrelated
ویدئوی منتشر شده در سایتهای خبری از هلاکت قاتل شهید حججی !,واکنش‌ها به ازدواج مجدد "همسر شهید حججی",0,0,Unrelated
آویختن داعشی توسط پیشمرگه در سفارت ایران! / شایعه 0791,این تصویر ارتباطی با داعش یا سفارت ایران ندارد، بلکه متعلق به موزه عبرت ساواک است!,0,0,Disagree
آویختن داعشی توسط پیشمرگه در سفارت ایران! / شایعه 0791,حمله چهار هوادار آیت‌الله شیرازی به سفارت ایران در لندن,0,0,Unrelated
آویختن داعشی توسط پیشمرگه در سفارت ایران! / شایعه 0791,آخرین اخبار از حمله به کنسولگری ایران در بصره + واکنش‌ها,0,0,Unrelated
آویختن داعشی توسط پیشمرگه در سفارت ایران! / شایعه 0791,13 داعشی در عراق به دار مجازات آویخته شدند,0,0,Unrelated
آویختن داعشی توسط پیشمرگه در سفارت ایران! / شایعه 0791,۸ داعشی به دار آویخته شدند,0,0,Unrelated
ماشین BMW i8 2016 پسر علی لاریجانی !,خودرویی که به فرزند رئیس مجلس منتصب شد جنجال به پا کرد + عکس خودرو و توضیحات صاحب خودرو,0,0,Discuss
ماشین BMW i8 2016 پسر علی لاریجانی !,ماشین BMW i8 2016 پسر علی لاریجانی !,0,0,Agree
ماشین BMW i8 2016 پسر علی لاریجانی !,خاص‌ترین رنگ BMW i8 در ایران + عکس,0,0,Unrelated
ماشین BMW i8 2016 پسر علی لاریجانی !,همه کسانی به کمپین «فرزندت کجاست» پیوستند/ فرزندان مقامات شغل دولتی ندارند، رانت چطور؟,0,0,Unrelated
ماشین BMW i8 2016 پسر علی لاریجانی !,پیام تسلیت لاریجانی در پی سانحه سقوط هواپیمای ۷۰۷,0,0,Unrelated
بیماری کشنده از مرغ های منجمد که باعث دانه در بدن می شود! / شایعه 0790,مرغ منجمد بهتر است یا گرم؟,0,0,Unrelated
بیماری کشنده از مرغ های منجمد که باعث دانه در بدن می شود! / شایعه 0790,آنفلوانزای فوق حاد پرندگان؛ باید ها و نبایدها,0,0,Unrelated
بیماری کشنده از مرغ های منجمد که باعث دانه در بدن می شود! / شایعه 0790,بیماری های شایع در گاو شیری,0,0,Unrelated
بیماری کشنده از مرغ های منجمد که باعث دانه در بدن می شود! / شایعه 0790,این قسمت از مرغ را هرگز نخورید,0,0,Unrelated
بازی عجیب نماینده چابهار در مجلس با میکروفون !,بازی عجیب نماینده چابهار در مجلس با میکروفون / از شایعه تا واقعیت,0,0,Discuss
بازی عجیب نماینده چابهار در مجلس با میکروفون !, بازی نماینده چابهار در مجلس با میکروفون صحت ندارد,0,0,Disagree
بازی عجیب نماینده چابهار در مجلس با میکروفون !,نماینده مردم چابهار در مجلس حادثه تروریستی چابهار را محکوم کرد,0,0,Unrelated
بازی عجیب نماینده چابهار در مجلس با میکروفون !,نماینده چابهار خواستار رسیدگی به وضعیت بد حاشیه نشینان این شهر شد,0,0,Unrelated
گروگانگیری در فرمانداری ساری !,گروگان گیری در فرمانداری ساری تکذیب شد,0,0,Discuss
گروگانگیری در فرمانداری ساری !,گروگانگیری در فرمانداری ساری تکذیب شد,0,0,Discuss
گروگانگیری در فرمانداری ساری !,فوری/گروگانگیری در فرمانداری ساری؟! / صدای تیراندازی از داخل فرمانداری شنیده می شود + عکس,0,0,Discuss
گروگانگیری در فرمانداری ساری !,گروگانگیری در ساختمان فرمانداری ساری,0,0,Agree
گروگانگیری در فرمانداری ساری !,پایان گروگانگیری کودک 6 ساله در جیرفت,0,0,Unrelated
یا علی گفتن رهبر انقلاب هنگام تولد! / شایعه 0789,آیت الله خامنه ای هنگام تولد یا علی نگفت!,0,0,Disagree
یا علی گفتن رهبر انقلاب هنگام تولد! / شایعه 0789,ماجرای”یاعلی”گفتن رهبری درزمان “تولد”-صحت وسقم؟,0,0,Discuss
یا علی گفتن رهبر انقلاب هنگام تولد! / شایعه 0789,یا علی گفتن علی خامنه ای هنگام تولد,0,0,Agree
یا علی گفتن رهبر انقلاب هنگام تولد! / شایعه 0789,داستان تولد رهبر ایران؛ از یاعلی تا میرحسین,0,0,Discuss
یا علی گفتن رهبر انقلاب هنگام تولد! / شایعه 0789,روایتی از تاریخ دقیق تولد رهبر انقلاب از زبان معظم‌له+عکس,0,0,Unrelated
فارسی نوشتن امروز، مدیون زحمات آیت الله بروجردی !,ماجرای فارسی نوشتن امروز، مدیون زحمات آیت الله بروجردی صحت دارد,0,0,Agree
فارسی نوشتن امروز، مدیون زحمات آیت الله بروجردی !,پاسخ سرسخت آیت الله بروجردی و حضرت امام به تهدید شاه,0,0,Unrelated
فارسی نوشتن امروز، مدیون زحمات آیت الله بروجردی !,قدردانی آیت‌الله بروجردی از زحمات آقای فلسفی,0,0,Unrelated
فعال شدن ۵۲ دوربین ثبت تخلف خوردن و آشامیدن !,فعال شدن ۵۲ دوربین ثبت خودکار تخلفات رانندگی از فردا,0,0,Discuss
فعال شدن ۵۲ دوربین ثبت تخلف خوردن و آشامیدن !,تکذیب خبر فعال شدن 52 دوربین برای ثبت تخلفات,0,0,Discuss
فعال شدن ۵۲ دوربین ثبت تخلف خوردن و آشامیدن !,رييس راهور تهران خبر داد: سيگار كشيدن،خوردن وآشاميدن وپرتاب زباله از خودرو از فردا ممنوع,0,0,Unrelated
فعال شدن ۵۲ دوربین ثبت تخلف خوردن و آشامیدن !,دوربین های شناسایی هویت پلیس یک سوم مردم ایتالیا را مجرم کرد!,0,0,Unrelated
فعال شدن ۵۲ دوربین ثبت تخلف خوردن و آشامیدن !,جاده‌های کرمانشاه زیر ذره‌بین ۳۵ دوربین ثبت تخلف,0,0,Unrelated
ناپدید شدن خانم جوان در اتاق پرو یک مغازه و کشف مرکز سرقت اعضای بدن زیر آن! / شایعه 0788,این دختر 2.5 ساله را دیده اید؟ / یک مرد افغانی در کرج او را با خود برد! + عکس,0,0,Unrelated
ناپدید شدن خانم جوان در اتاق پرو یک مغازه و کشف مرکز سرقت اعضای بدن زیر آن! / شایعه 0788,قاچاق اعضای بدن یک دختر/این دختر را زنده زنده روی تخت دراز کردند تا.... +فیلمی که ببینید گریه خواهید کرد,0,0,Unrelated
ناپدید شدن خانم جوان در اتاق پرو یک مغازه و کشف مرکز سرقت اعضای بدن زیر آن! / شایعه 0788, ناپدید شدن خانم جوان در اتاق پرو یک مغازه و کشف مرکز سرقت اعضای بدن زیر آن!,0,0,Agree
ناپدید شدن خانم جوان در اتاق پرو یک مغازه و کشف مرکز سرقت اعضای بدن زیر آن! / شایعه 0788, بزرگترین سرقت اعضای بدن در ترکیه,0,0,Unrelated
ساخت تخت جمشید در دبی، بدلیل ارادت حاکم دبی به ایران باستان! / شایعه 0787, ساخت تخت جمشید ایران در دبی!,0,0,Agree
ساخت تخت جمشید در دبی، بدلیل ارادت حاکم دبی به ایران باستان! / شایعه 0787,کمک حاکم دوبی برای خرید کلیسایی در انگلستان  ,0,0,Unrelated
ساخت تخت جمشید در دبی، بدلیل ارادت حاکم دبی به ایران باستان! / شایعه 0787,اولین واکنش امارات به خبر ناپدید شدن دختر حاکم دبی,0,0,Unrelated
ساخت تخت جمشید در دبی، بدلیل ارادت حاکم دبی به ایران باستان! / شایعه 0787,مکانی که دختر فراری حاکم دبی در آن به سر می برد، فاش شد,0,0,Unrelated
ساخت تخت جمشید در دبی، بدلیل ارادت حاکم دبی به ایران باستان! / شایعه 0787,اختلاف ولیعهد ابوظبی و حاکم دبی به مرحله انفجار رسید,0,0,Unrelated
ویدئوی اسارت و شکنجه سرباز ایرانی توسط افغانها!,واکنش ناجا به فیلم شکنجه یک سرباز ایرانی در افغانستان +فیلم,0,0,Discuss
ویدئوی اسارت و شکنجه سرباز ایرانی توسط افغانها!,واکنش پلیس به فیلم اسارت و شکنجه سرباز منتسب به ایران,0,0,Discuss
ویدئوی اسارت و شکنجه سرباز ایرانی توسط افغانها!,تکذیب ماجرای ویدئوی شکنجه سرباز ایرانی,0,0,Discuss
ویدئوی اسارت و شکنجه سرباز ایرانی توسط افغانها!,توضیحات پلیس درباره ویدئوی اسارت و شکنجه یک سرباز,0,0,Discuss
ویدئوی اسارت و شکنجه سرباز ایرانی توسط افغانها!,تبانی ننگین صدام و رجوی در به اسارت گرفتن اسیران جنگ عراق و ایران,0,0,Unrelated
ویدئوی اسارت و شکنجه سرباز ایرانی توسط افغانها!,ناگفته‌های دختر مبارز فلسطینی از دوران وحشتناک اسارت و شکنجه در زندان‌های رژیم صهیونیستی,0,0,Unrelated
صفحه های رسمی امام زمان(عج) در شبکه های اجتماعی! / شایعه 0786,صحفه رسمی امام زمان در فضای مجازی +عکس,0,0,Agree
صفحه های رسمی امام زمان(عج) در شبکه های اجتماعی! / شایعه 0786,صفحه امام زمان (عج) در اینستاگرام واقعی است؟,0,0,Discuss
صفحه های رسمی امام زمان(عج) در شبکه های اجتماعی! / شایعه 0786,دعای فرج هر شب در صفحه اینستاگرام امام زمان(عج),0,0,Discuss
صفحه های رسمی امام زمان(عج) در شبکه های اجتماعی! / شایعه 0786,پشت پرده صفحه جعلی امام زمان (عج)در اینستاگرام چه کسانی هستند,0,0,Discuss
صفحه های رسمی امام زمان(عج) در شبکه های اجتماعی! / شایعه 0786,۲۷ تروریست شب‌های قدر در دام سربازان گمنام امام زمان(عج),0,0,Unrelated
فیلم لحظه شهادت شهید محسن حججی !,فیلم کمتر دیده شده از لحظه شهادت فرمانده شهید محسن حججی,0,0,Agree
فیلم لحظه شهادت شهید محسن حججی !,فیلمی از لحظه اسارت و وصیتنامه خوانی شهید حججی,0,0,Discuss
فیلم لحظه شهادت شهید محسن حججی !,محسن حججی از اسارت تا شهادت +فیلم و تصاویر,0,0,Discuss
فیلم لحظه شهادت شهید محسن حججی !,دو نفر از عوامل شهادت شهید جرجندی نژاد بازداشت شدند,0,0,Unrelated
فتوای آیت الله مصباح در مورد جواز تجاوز به زندانی برای گرفتن اعتراف! / شایعه 0785,مصباح یزدی: تجاوز جنسی و شکنجه برای گرفتن اقرار و اعتراف جایز است!,0,0,Agree
فتوای آیت الله مصباح در مورد جواز تجاوز به زندانی برای گرفتن اعتراف! / شایعه 0785,پاسخ دفتر مصباح یزدی به شايعات تجويز شكنجه و تجاوز به زندانیان,0,0,Discuss
فتوای آیت الله مصباح در مورد جواز تجاوز به زندانی برای گرفتن اعتراف! / شایعه 0785,فتوای مصباح یزدی در رابطه با تجاوز به دختران و مردان اعدامی,0,0,Discuss
فتوای آیت الله مصباح در مورد جواز تجاوز به زندانی برای گرفتن اعتراف! / شایعه 0785,تجاوز به زنداني در برابر ديدگان همسر,0,0,Unrelated
فتوای آیت الله مصباح در مورد جواز تجاوز به زندانی برای گرفتن اعتراف! / شایعه 0785,مصباح یزدی : لواط و زنا با زندانی سیاسی به منظور اعتراف گیری توسط بازجو جایز است (88/5/21),0,0,Agree
اعزام رایگان هزار فلسطینی به حج با هزینه ایران,اعزام رایگان هزار فلسطینی به حج,0,0,Discuss
اعزام رایگان هزار فلسطینی به حج با هزینه ایران,اعزام ۸۶ هزار زائر به حج ۹۷/ مدت اقامت زایران ۳۰ تا ۴۰ روز است,0,0,Unrelated
اعزام رایگان هزار فلسطینی به حج با هزینه ایران,هزار فلسطینی رایگان به حج رفتند,0,0,Discuss
اعزام رایگان هزار فلسطینی به حج با هزینه ایران,زائران ایرانی به مکه می‌روند؛ سود سالانه عربستان از حج,0,0,Unrelated
اعزام رایگان هزار فلسطینی به حج با هزینه ایران,پنج کشوری که برای شهروندانشان رفتن به حج ممنوع شده است,0,0,Unrelated
ماجرای آخوندهای ختنه نشده و رضاشاه! / شایعه 0784,ماجرای نماز نخواندن آیت الله بروجردی بر جنازه رضاخان,0,0,Unrelated
ماجرای آخوندهای ختنه نشده و رضاشاه! / شایعه 0784,حکایت لخت کردن آخوندها توسط رضا شاه در سال ۱۳۰۰,0,0,Unrelated
ماجرای آخوندهای ختنه نشده و رضاشاه! / شایعه 0784,داستان پیدایش آخوند ایرانی,0,0,Unrelated
ماجرای آخوندهای ختنه نشده و رضاشاه! / شایعه 0784,دروغی که با سرعتی زیاد در حال انتشار در شبکه‌های اجتماعی است!,0,0,Unrelated
مخفی کردن شهادت ۴۰ نیروی ایرانی قاسم سلیمانی همراه با شهید حججی! / شایعه 0783,واكنش سردار سليمانی به شهادت شهید حججی+ ترجمه انگليسی و عربی,0,0,Unrelated
مخفی کردن شهادت ۴۰ نیروی ایرانی قاسم سلیمانی همراه با شهید حججی! / شایعه 0783,پیام حاج قاسم سلیمانی به مناسبت شهادت محسن حججی/ فرزندان دلیر ایران انتقام اقدام ددمنشانه داعش را خواهند گرفت,0,0,Unrelated
مخفی کردن شهادت ۴۰ نیروی ایرانی قاسم سلیمانی همراه با شهید حججی! / شایعه 0783,وعده سردار سلیمانی؛ جشن نابودی داعش تا دو ماه دیگر,0,0,Unrelated
مرگ راننده وانت میوه فروش توسط ماموران شهرداری قم! / شایعه 0781,گزارشی از بررسی فوت میوه فروش قمی بعد از درگیری با ماموران سد معبر شهرداری قم توسط طلاب انقلابی,0,0,Discuss
مرگ راننده وانت میوه فروش توسط ماموران شهرداری قم! / شایعه 0781,‍ تصاویر خانه مرد میوه فروش فوت شده قمی,0,0,Discuss
مرگ راننده وانت میوه فروش توسط ماموران شهرداری قم! / شایعه 0781,ادعای مرگ یک میوه فروش در ضرب و شتم ماموران شهرداری قم/ شهرداری: تکذیب می شود / تجمع اعتراضی میوه فروشان (+فیلم),0,0,Discuss
مرگ راننده وانت میوه فروش توسط ماموران شهرداری قم! / شایعه 0781, مرگ یک دستفروش در قم؛ دادستانی پنج مأمور شهرداری را احضار کرد,0,0,Discuss
مرگ راننده وانت میوه فروش توسط ماموران شهرداری قم! / شایعه 0781,آغاز تحقیقات قضایی در مرگ میوه‌فروش قمی,0,0,Discuss
مرگ راننده وانت میوه فروش توسط ماموران شهرداری قم! / شایعه 0781,فوت میوه‌فروش قمی/روابط عمومی شهرداری قم: ماموران سد معبر با راننده درگیری نداشتند,0,0,Discuss
مرگ راننده وانت میوه فروش توسط ماموران شهرداری قم! / شایعه 0781, اسیدپاشی به ماموران شهرداری در اهواز,0,0,Unrelated
انرژی گرفتن و پرواز سفینه های فضایی بر روی اهرام مصر! / شایعه 0780,کشف ساختمان متعلق به موجودات فضایی در مریخ + فیلم,0,0,Unrelated
انرژی گرفتن و پرواز سفینه های فضایی بر روی اهرام مصر! / شایعه 0780,اشیای معلق درآسمان اهرام مصر + فیلم,0,0,Unrelated
انرژی گرفتن و پرواز سفینه های فضایی بر روی اهرام مصر! / شایعه 0780,این موبایل را ۸۰۰ سال قبل موجودات فضایی در زمین جاگذاشته‌اند؟,0,0,Unrelated
دیدار رسمی وزیر علوم دولت نهم با همتای اسرائیلی اش !,ماجرای دیدار وزیر احمدی‌نژاد با وزیر اسرائیلی چه بود؟,0,0,Discuss
دیدار رسمی وزیر علوم دولت نهم با همتای اسرائیلی اش !,برای نخستین بار اتفاق افتاد؛ دیدار وزیر اسرائیلی از مسجدی در امارات,0,0,Unrelated
دیدار رسمی وزیر علوم دولت نهم با همتای اسرائیلی اش !,رئیس ستاد ارتش اسرائیل با همتای سعودی اش دیدار کرد,0,0,Unrelated
عکس عامل داعش که در پوشش مامور بهداشت، کودکان را مسموم میکند!,عامل داعش که در پوشش مامور بهداشت، کودکان را مسموم میکند!,0,0,Agree
عکس عامل داعش که در پوشش مامور بهداشت، کودکان را مسموم میکند!,عامل انتشار خبر کذب در شبکه های اجتماعی قزوین دستگیر شد,0,0,Unrelated
عکس عامل داعش که در پوشش مامور بهداشت، کودکان را مسموم میکند!,مسموم کردن کودکان توسط یکی از عوامل داعش,0,0,Agree
عکس عامل داعش که در پوشش مامور بهداشت، کودکان را مسموم میکند!,صحنه دلخراش مرگ دانش آموز دزفولی که به اجبار در زنگ ورزش دوید / پزشک، ورزش را برای او منع کرده بود + فیلم لحظه حادثه,0,0,Unrelated
عکس عامل داعش که در پوشش مامور بهداشت، کودکان را مسموم میکند!,مرگ نوزاد ۹ماهه براثر خوردن روانگردان,0,0,Unrelated
عکس عامل داعش که در پوشش مامور بهداشت، کودکان را مسموم میکند!,سارقان حرفه ای طعمه های خود را از سایت دیوار می گرفتند,0,0,Unrelated
بازداشت آزاده نامداری در فرودگاه هنگام بازگشت به کشور !,تایید بازداشت آزاده نامداری در فرودگاه؟ +عکس,0,0,Discuss
بازداشت آزاده نامداری در فرودگاه هنگام بازگشت به کشور !,‍  آزاده نامداری بازداشت شد؟,0,0,Discuss
بازداشت آزاده نامداری در فرودگاه هنگام بازگشت به کشور !,دستگیری آزاده نامداری به محض ورود به فرودگاه امام خمینی,0,0,Agree
بازداشت آزاده نامداری در فرودگاه هنگام بازگشت به کشور !,ماجرای دستگیری آزاده نامداری در فرودگاه امام خمینی,0,0,Discuss
بازداشت آزاده نامداری در فرودگاه هنگام بازگشت به کشور !,«آزاده نامداری» بازداشت شد | تایید بازداشت آزاده نامداری +عکس,0,0,Agree
بازداشت آزاده نامداری در فرودگاه هنگام بازگشت به کشور !,ماجرای دستگیری آزاده نامداری در فرودگاه امام خمینی (ره),0,0,Discuss
بازداشت آزاده نامداری در فرودگاه هنگام بازگشت به کشور !,آزاده نامداری اصلا به ایران نیامده است / ماجرای دستگیری این مجری زن شایعه است,0,0,Disagree
بازداشت آزاده نامداری در فرودگاه هنگام بازگشت به کشور !,آقازاده فراری سرشناس در خارج از کشور ربوده شد ! + فیلم لحظه کتک کاری,0,0,Unrelated
بازداشت آزاده نامداری در فرودگاه هنگام بازگشت به کشور !,هواپیمای رشت به تهران دچار حادثه شد,0,0,Unrelated
شلاق زدن پزشک زن بیمارستان نورآباد بدلیل ویزیت نکردن بیمار سفارشی دادستان! / شایعه 0778,جزئیات برخورد نامتعارف با پزشک بیمارستان ممسنی,0,0,Discuss
شلاق زدن پزشک زن بیمارستان نورآباد بدلیل ویزیت نکردن بیمار سفارشی دادستان! / شایعه 0778,روایتی از ماجرای جنجالی "خانم دکتر "در بیمارستان ولی عصر ممسنی,0,0,Discuss
شلاق زدن پزشک زن بیمارستان نورآباد بدلیل ویزیت نکردن بیمار سفارشی دادستان! / شایعه 0778,شلاق زدن یک ایرانی در عربستان سعودی + فیلم,0,0,Unrelated
شلاق زدن پزشک زن بیمارستان نورآباد بدلیل ویزیت نکردن بیمار سفارشی دادستان! / شایعه 0778,اصرار بیمارستان به زایمان طبیعی | مرگ مادر ۲۵ ساله,0,0,Unrelated
شلاق زدن پزشک زن بیمارستان نورآباد بدلیل ویزیت نکردن بیمار سفارشی دادستان! / شایعه 0778,حمله پزشک مرد به پرستار زن در بیمارستان شهید رجایی,0,0,Unrelated
گردش امشب قمر به دور کعبه که تا ۱۱۰۰ سال دیگر تکرار نمی شود! / شایعه 0777, گردش امشب قمر به دور كعبه تا ۱۱۰۰ سال ديگر تكرار نمي شود! ,0,0,Agree
گردش امشب قمر به دور کعبه که تا ۱۱۰۰ سال دیگر تکرار نمی شود! / شایعه 0777,خبر برخی سایت‌ها درباره طواف امشب ماه به دور کعبه نادرست است,0,0,Disagree
گردش امشب قمر به دور کعبه که تا ۱۱۰۰ سال دیگر تکرار نمی شود! / شایعه 0777,درخشان: کی‌روش حرف نزند، حاشیه ایجاد نمی‌شود!,0,0,Unrelated
مدلل، داماد میلیاردر آیت الله مکارم !,ویلای جواد مدلل، داماد میلیاردر آیت الله مکارم در نوشهر !,0,0,Agree
مدلل، داماد میلیاردر آیت الله مکارم !,آیا داماد آیت الله مکارم شیرازی سلطان شکر ایران است؟,0,0,Unrelated
مدلل، داماد میلیاردر آیت الله مکارم !,واکنش آیت‌الله مکارم شیرازی به اتهام تجارت شکر,0,0,Unrelated
مدلل، داماد میلیاردر آیت الله مکارم !,هشدار دفتر آیت‌الله مکارم به محمود صادقی,0,0,Unrelated
مدلل، داماد میلیاردر آیت الله مکارم !,انتقاد آیت‌الله مکارم شیرازی از ستاد نماز جمعه و رحیم پور ازغدی,0,0,Unrelated
آتش زدن شهر نو توسط انقلابیون و حمایت مرحوم طالقانی از فعالیت آن! / شایعه 0776,وقتی شهر نو آتش گرفت و اطلاعیه ای که از منزل آیت الله طالقانی صادر شد,0,0,Discuss
آتش زدن شهر نو توسط انقلابیون و حمایت مرحوم طالقانی از فعالیت آن! / شایعه 0776,روایتی از نحوه تخریب محله شهرنو,0,0,Discuss
فیلم اخاذی از دست فروشان توسط نیروهای شهرداری !,کلیپ اخاذی از دستفروشان مربوط به "اراذل و اوباش معبر فروش" است,0,0,Disagree
فیلم اخاذی از دست فروشان توسط نیروهای شهرداری !,کلیپ اخاذی از دستفروشان مربوط به "اراذل و اوباش معبر فروش" است,0,0,Disagree
فیلم اخاذی از دست فروشان توسط نیروهای شهرداری !,درگیری غرفه داران بازارچه گلشهر کرج با مأموران ضدشورش+ فیلم,0,0,Unrelated
فیلم اخاذی از دست فروشان توسط نیروهای شهرداری !,مادر پسر سارقش را به پلیس معرفی کرد,0,0,Unrelated
سرطان زا بودن ریحان بنفش !,یک دنیا خاصیت و فایده، در «ریحان بنفش»,0,0,Discuss
سرطان زا بودن ریحان بنفش !,درمان خفقان و خون دماغ با ریحان بنفش,0,0,Discuss
سرطان زا بودن ریحان بنفش !,آیا ریحان بنفش سرطان زاست؟,0,0,Discuss
سرطان زا بودن ریحان بنفش !,سونامی سرطان در راه است/ توصیه‌های پزشکی به مبتلایان,0,0,Unrelated
سرطان زا بودن ریحان بنفش !,سرطان‌زا بودن نگهدارنده‌ شیمیایی در سوسیس و کالباس,0,0,Unrelated
سرطان زا بودن سفره های یکبار مصرف !,هشدار درباره استفاده از سفره‌های یکبار مصرف!,0,0,Discuss
سرطان زا بودن سفره های یکبار مصرف !,عوارض استفاده از سفره های یکبار مصرف,0,0,Discuss
سرطان زا بودن سفره های یکبار مصرف !,عوارض استفاده از سفره‌های یک بار مصرف,0,0,Discuss
سرطان زا بودن سفره های یکبار مصرف !,عوارض استفاده از سفره های یکبار مصرف در خانواده,0,0,Discuss
سرطان زا بودن سفره های یکبار مصرف !,هشدار نسبت به استفاده از سفره‌های یکبار مصرف,0,0,Discuss
سرطان زا بودن سفره های یکبار مصرف !,عوارض مصرف غذا و نوشیدنی در ظروف یکبار مصرف,0,0,Unrelated
خودکشی قاتل آتنا اصلانی با لباسهایش، در اداره آگاهی !,قاتل آتنا اصلانی خودکشی کرد؟!,0,0,Discuss
خودکشی قاتل آتنا اصلانی با لباسهایش، در اداره آگاهی !,قاتل آتنا خودکشی کرد,0,0,Agree
خودکشی قاتل آتنا اصلانی با لباسهایش، در اداره آگاهی !,خودکشی قاتل آتنا اصلانی صحت ندارد,0,0,Disagree
خودکشی قاتل آتنا اصلانی با لباسهایش، در اداره آگاهی !,اقدام به خودکشی قاتل آتنا کذب است,0,0,Disagree
خودکشی قاتل آتنا اصلانی با لباسهایش، در اداره آگاهی !,اقدام به خودکشی قاتل آتنا,0,0,Discuss
خودکشی قاتل آتنا اصلانی با لباسهایش، در اداره آگاهی !,خودکشی یا قتل؛ پلیس به دنبال کشف راز یک پرونده مشکوک,0,0,Unrelated
انتقال سرور تلگرام به ایران !,سرورهای تلگرام به ایران منتقل شد,0,0,Agree
انتقال سرور تلگرام به ایران !,توضیحات کامل پاول دورف در مورد بحث «انتقال سرورهای تلگرام» به ایران,0,0,Discuss
انتقال سرور تلگرام به ایران !,سرورهای تلگرام به ایران منتقل شد,0,0,Agree
انتقال سرور تلگرام به ایران !,تلگرام کی و با چه شرطی رفع فیلتر می‌شود؟,0,0,Unrelated
از نسل جن بودن کردها! / شایعه 0775,آیا کُردها از جنیان هستند؟ معامله با آنها چگونه است؟,0,0,Discuss
از نسل جن بودن کردها! / شایعه 0775,آیا درست است که می گویند کردها از نسل اجنه می باشند؟,0,0,Discuss
از نسل جن بودن کردها! / شایعه 0775,اکراد طائفه ای از جنّ!,0,0,Agree
از نسل جن بودن کردها! / شایعه 0775,پزشکی که با دستان لرزان یک جن را جراحی کرد! + فیلم و عکس,0,0,Unrelated
ویروس خطرناکی به نام رقص هیلاری کلینتون! / شایعه 0774,ویروس Dance of the Hillary وجود خارجی ندارد,0,0,Disagree
ویروس خطرناکی به نام رقص هیلاری کلینتون! / شایعه 0774,رقصیدن و میگساری هیلاری تیتر یک رسانه های آمریکا + عکس,0,0,Unrelated
پرتاب ناموفق ماهواره بر سیمرغ و قطع برنامه زنده شبکه خبر ! / شایعه 0773,پرتاب آزمايشي ماهواره بر «سيمرغ»,0,0,Discuss
پرتاب ناموفق ماهواره بر سیمرغ و قطع برنامه زنده شبکه خبر ! / شایعه 0773, نگاهی به توانمندی ایران در بخش موشک های ماهواره‌ بر و نظامی,0,0,Unrelated
پرتاب ناموفق ماهواره بر سیمرغ و قطع برنامه زنده شبکه خبر ! / شایعه 0773,تارنمای واشنگتن اگزماینر:پرتاب ماهواره بر سیمرغ هشداری به آمریکا است,0,0,Unrelated
پرتاب ناموفق ماهواره بر سیمرغ و قطع برنامه زنده شبکه خبر ! / شایعه 0773,پذیرش شکست پرتاب ماهواره توسط ایران نشانه‌ای از بلوغ برنامه فضایی ایران است,0,0,Unrelated
آزاد شدن قاتلان بنیتا با یک فیش حقوقی !,قاتلان بنیتا چگونه آزاد شده بودند؟ + عکس,0,0,Discuss
آزاد شدن قاتلان بنیتا با یک فیش حقوقی !,درخواست مادر بنیتا درباره مجازات قاتلان,0,0,Unrelated
آزاد شدن قاتلان بنیتا با یک فیش حقوقی !,مادر بنیتا: دستگاه قضایی قاتلان دخترم را زجرکش کند,0,0,Unrelated
آزاد شدن قاتلان بنیتا با یک فیش حقوقی !,چگونگی اعدام قاتل بنیتا اعلام شد,0,0,Unrelated
انتخاب همه اعضای کابینه با نظر رهبری !,شایعات و القائات اخیر در مورد انتخاب تک تک اعضای کابینه با نظر رهبر معظم انقلاب واقعیت ندارد / رهبری درباره اکثریت کابینه نظری ابراز نمی‌کنند,0,0,Disagree
انتخاب همه اعضای کابینه با نظر رهبری !,كدام وزيران با هماهنگي رهبري انتخاب مي شوند,0,0,Discuss
انتخاب همه اعضای کابینه با نظر رهبری !,نقش رهبر ایران در انتخاب برخی وزرای دولت روحانی,0,0,Discuss
انتخاب همه اعضای کابینه با نظر رهبری !,وبسایت رهبر ایران دخالت او در انتخاب همه اعضای کابینه را تکذیب کرد,0,0,Discuss
انتخاب همه اعضای کابینه با نظر رهبری !,محمد خاتمی خواستار رعایت نظر خامنه‌ای در تشکیل کابینه جدید ایران شد,0,0,Discuss
انتخاب همه اعضای کابینه با نظر رهبری !,رای مردم در انتخاب اعضای کابینه دولت دوازدهم مورد تاکید است,0,0,Unrelated
